Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
511,CA-2016-198222,01/09/2018,01/14/2018,Standard Class,PE-12555,Pete Kriz,Consumer,United States,Los Angeles,California,90036,South,FUR-FU-10009195,Furniture,Furnishings,Eldon Expressions Desk Organizer,264.67
512,CA-2017-168197,01/12/2018,01/14/2018,Second Class,SE-14831,Sean O'Donnell,Home Office,United States,Fort Lauderdale,Florida,33311,South,TEC-CO-10003619,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,317.77
513,CA-2017-115170,01/16/2018,01/22/2018,Standard Class,CL-88216,Claire Gute,Corporate,United States,San Francisco,California,90036,South,TEC-PH-10005213,Technology,Phones,Samsung Galaxy S4,462.9
514,CA-2017-142289,01/17/2018,01/19/2018,Standard Class,CL-27979,Claire Gute,Corporate,United States,Miami,Florida,33311,East,OFF-ST-10002341,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,63.15
515,CA-2016-163201,01/21/2018,01/25/2018,Standard Class,KE-66413,Ken Lonsdale,Corporate,United States,San Francisco,California,90036,East,FUR-BO-10009127,Furniture,Bookcases,Bush Somerset Collection Bookcase,280.86
516,CA-2018-116465,01/22/2018,01/25/2018,Standard Class,HA-57650,Harold Pawlan,Consumer,United States,Buffalo,New York,10008,East,TEC-CO-10004098,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,676.88
517,CA-2018-118308,01/24/2018,01/29/2018,Second Class,AL-36372,Alejandro Grove,Corporate,United States,Peoria,Illinois,60610,Central,TEC-PH-10009003,Technology,Phones,Samsung Galaxy S4,542.76
518,CA-2016-185617,01/24/2018,01/26/2018,First Class,AL-21575,Alejandro Grove,Consumer,United States,Buffalo,New York,10008,West,OFF-ST-10004084,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,27.37
519,CA-2016-126067,01/25/2018,01/28/2018,Second Class,ZU-15572,Zuschuss Donatelli,Consumer,United States,Dallas,Texas,77041,West,FUR-CH-10002468,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,320.64
520,CA-2017-137699,01/29/2018,01/31/2018,Standard Class,ZU-29156,Zuschuss Donatelli,Consumer,United States,Albany,New York,10008,East,TEC-PH-10006534,Technology,Phones,Samsung Galaxy S4,440.76
521,CA-2017-163301,01/30/2018,02/04/2018,Standard Class,HA-22706,Harold Pawlan,Home Office,United States,Austin,Texas,77041,East,OFF-AP-10008255,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,59.32
522,CA-2016-162946,02/02/2018,02/04/2018,Standard Class,SE-78327,Sean O'Donnell,Consumer,United States,Houston,Texas,77041,East,OFF-AP-10001478,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,44.09
523,CA-2016-176211,02/03/2018,02/09/2018,Standard Class,ZU-66117,Zuschuss Donatelli,Consumer,United States,New York City,New York,10008,East,TEC-CO-10002720,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,438.35
524,CA-2018-132375,02/04/2018,02/10/2018,Standard Class,KE-69489,Ken Lonsdale,Corporate,United States,Dallas,Texas,77041,Central,FUR-FU-10003109,Furniture,Furnishings,Eldon Expressions Desk Organizer,224.5
525,CA-2018-124128,02/07/2018,02/12/2018,Standard Class,PE-53337,Pete Kriz,Consumer,United States,Peoria,Illinois,60610,Central,FUR-CH-10007478,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,297.22
526,CA-2018-193845,02/08/2018,02/12/2018,Second Class,ZU-29621,Zuschuss Donatelli,Corporate,United States,Tacoma,Washington,98103,East,FUR-CH-10007916,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,287.04
527,CA-2018-113496,02/09/2018,02/13/2018,Second Class,BR-26844,Brosina Hoffman,Corporate,United States,San Diego,California,90036,Central,TEC-MA-10007450,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,300.93
528,CA-2016-186651,02/10/2018,02/15/2018,Standard Class,RU-24253,Ruben Hope,Consumer,United States,Naperville,Illinois,60610,West,FUR-BO-10009813,Furniture,Bookcases,Bush Somerset Collection Bookcase,334.68
529,CA-2017-142683,02/11/2018,02/16/2018,Second Class,BR-75625,Brosina Hoffman,Consumer,United States,Naperville,Illinois,60610,West,OFF-ST-10001940,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,55.39
530,CA-2017-176152,02/14/2018,02/16/2018,Second Class,BR-98328,Brosina Hoffman,Corporate,United States,Houston,Texas,77041,South,OFF-AP-10009971,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,26.51
531,CA-2018-188429,02/16/2018,02/19/2018,First Class,IR-84529,Irene Maddox,Corporate,United States,Albany,New York,10008,South,FUR-FU-10001614,Technology,Machines,3D Systems Cube Printer,9099.9
532,CA-2017-129540,02/19/2018,02/22/2018,Second Class,CL-91247,Claire Gute,Corporate,United States,Buffalo,New York,10008,East,TEC-CO-10009631,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,736.29
533,CA-2016-113796,02/19/2018,02/25/2018,Standard Class,AL-19512,Alejandro Grove,Consumer,United States,Houston,Texas,77041,Central,FUR-CH-10001201,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,153.42
534,CA-2017-138000,02/21/2018,02/24/2018,Standard Class,PE-97812,Pete Kriz,Consumer,United States,New York City,New York,10008,West,OFF-BI-10005598,Office Supplies,Binders,Ibico Standard Binders,38.92
535,CA-2017-124459,02/21/2018,02/26/2018,First Class,IR-71975,Irene Maddox,Corporate,United States,Houston,Texas,77041,East,FUR-BO-10009284,Furniture,Bookcases,Bush Somerset Collection Bookcase,196.51
536,CA-2018-193870,02/23/2018,02/26/2018,Second Class,DA-10437,Darrin Van Huff,Consumer,United States,Chicago,Illinois,60610,South,TEC-AC-10005912,Technology,Accessories,Logitech Wireless Headset,586.14
537,CA-2017-184356,02/25/2018,03/02/2018,Standard Class,ZU-77931,Zuschuss Donatelli,Corporate,United States,Houston,Texas,77041,West,OFF-LA-10001310,Office Supplies,Labels,Self-Adhesive Address Labels,44.93
538,CA-2016-157785,02/27/2018,03/03/2018,Second Class,SA-66346,Sandra Flanagan,Consumer,United States,San Diego,California,90036,West,TEC-CO-10007939,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,300.74
539,CA-2018-186697,02/27/2018,03/05/2018,First Class,IR-75129,Irene Maddox,Consumer,United States,Spokane,Washington,98103,East,TEC-PH-10008520,Technology,Phones,Samsung Galaxy S4,673.0
540,CA-2018-188633,02/27/2018,03/04/2018,Standard Class,BR-43306,Brosina Hoffman,Consumer,United States,Los Angeles,California,90036,East,OFF-ST-10004736,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,31.36
541,CA-2018-124771,02/28/2018,03/06/2018,Second Class,PE-22982,Pete Kriz,Consumer,United States,Dallas,Texas,77041,East,TEC-MA-10006772,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,274.44
542,CA-2017-147900,02/28/2018,03/04/2018,Standard Class,SA-19088,Sandra Flanagan,Consumer,United States,San Diego,California,90036,Central,OFF-AP-10003792,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,64.48
543,CA-2018-192916,03/01/2018,03/04/2018,Standard Class,AL-89211,Alejandro Grove,Consumer,United States,Seattle,Washington,98103,East,TEC-MA-10002068,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,181.89
544,CA-2016-160245,03/02/2018,03/04/2018,Standard Class,ZU-77703,Zuschuss Donatelli,Home Office,United States,Buffalo,New York,10008,West,FUR-TA-10009197,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,271.88
545,CA-2016-175863,03/03/2018,03/07/2018,First Class,AL-68274,Alejandro Grove,Consumer,United States,Tacoma,Washington,98103,West,FUR-FU-10004963,Furniture,Furnishings,Eldon Expressions Desk Organizer,289.28
546,CA-2018-128927,03/07/2018,03/12/2018,Second Class,KE-72428,Ken Lonsdale,Consumer,United States,Miami,Florida,33311,South,FUR-CH-10008011,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,305.03
547,CA-2018-173814,03/08/2018,03/12/2018,Second Class,BR-62812,Brosina Hoffman,Home Office,United States,Seattle,Washington,98103,Central,FUR-FU-10001253,Furniture,Furnishings,Eldon Expressions Desk Organizer,491.08
548,CA-2017-195796,03/10/2018,03/12/2018,Same Day,PE-31966,Pete Kriz,Corporate,United States,Peoria,Illinois,60610,South,FUR-FU-10002271,Furniture,Furnishings,Eldon Expressions Desk Organizer,469.2
549,CA-2017-120261,03/19/2018,03/21/2018,Standard Class,HA-44033,Harold Pawlan,Consumer,United States,Buffalo,New York,10008,Central,TEC-CO-10004970,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,308.25
550,CA-2018-126767,03/20/2018,03/26/2018,First Class,IR-94083,Irene Maddox,Consumer,United States,Spokane,Washington,98103,East,OFF-ST-10007562,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,48.29
551,CA-2017-194638,03/24/2018,03/27/2018,First Class,SA-42070,Sandra Flanagan,Corporate,United States,Miami,Florida,33311,West,FUR-TA-10009512,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,209.89
552,CA-2016-182380,03/27/2018,04/02/2018,Standard Class,PE-93366,Pete Kriz,Consumer,United States,Dallas,Texas,77041,West,FUR-TA-10002152,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,229.99
553,CA-2017-157741,03/27/2018,04/02/2018,Second Class,IR-71676,Irene Maddox,Home Office,United States,Tacoma,Washington,98103,South,FUR-TA-10001137,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,11.59
554,CA-2018-157509,03/28/2018,03/31/2018,Standard Class,SE-63760,Sean O'Donnell,Corporate,United States,Chicago,Illinois,60610,West,OFF-LA-10001325,Office Supplies,Labels,Self-Adhesive Address Labels,46.88
555,CA-2017-163452,03/30/2018,04/02/2018,Standard Class,SE-30830,Sean O'Donnell,Home Office,United States,Buffalo,New York,10008,West,OFF-AP-10009205,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,28.28
556,CA-2016-192873,04/02/2018,04/08/2018,Standard Class,IR-43292,Irene Maddox,Corporate,United States,San Diego,California,90036,East,FUR-TA-10003709,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,376.05
557,CA-2016-193583,04/02/2018,04/05/2018,Standard Class,SA-21287,Sandra Flanagan,Consumer,United States,Dallas,Texas,77041,West,TEC-CO-10005645,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,418.96
558,CA-2017-156635,04/08/2018,04/14/2018,First Class,RU-41969,Ruben Hope,Consumer,United States,Tacoma,Washington,98103,Central,OFF-ST-10002065,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,49.13
559,CA-2016-196128,04/10/2018,04/15/2018,Standard Class,ZU-16035,Zuschuss Donatelli,Corporate,United States,San Francisco,California,90036,West,TEC-PH-10004612,Technology,Phones,Samsung Galaxy S4,639.04
560,CA-2018-188881,04/11/2018,04/14/2018,Standard Class,SA-88428,Sandra Flanagan,Consumer,United States,Los Angeles,California,90036,East,FUR-CH-10007407,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,329.88
561,CA-2017-190735,04/11/2018,04/15/2018,Standard Class,AL-80028,Alejandro Grove,Consumer,United States,Albany,New York,10008,East,TEC-MA-10007717,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,475.59
562,CA-2018-150494,04/13/2018,04/18/2018,Standard Class,SE-34747,Sean O'Donnell,Home Office,United States,Dallas,Texas,77041,West,FUR-FU-10009313,Furniture,Furnishings,Eldon Expressions Desk Organizer,404.01
563,CA-2016-123058,04/14/2018,04/17/2018,First Class,SE-34933,Sean O'Donnell,Consumer,United States,Los Angeles,California,90036,South,OFF-LA-10006688,Office Supplies,Labels,Self-Adhesive Address Labels,34.53
564,CA-2018-199478,04/15/2018,04/20/2018,Standard Class,IR-14976,Irene Maddox,Corporate,United States,Fort Lauderdale,Florida,33311,West,OFF-AP-10006107,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,18.2
565,CA-2017-190956,04/17/2018,04/22/2018,First Class,BR-38113,Brosina Hoffman,Corporate,United States,Fort Lauderdale,Florida,33311,East,OFF-BI-10007558,Office Supplies,Binders,Ibico Standard Binders,13.7
566,CA-2016-140762,04/24/2018,04/30/2018,Standard Class,HA-24115,Harold Pawlan,Consumer,United States,Tacoma,Washington,98103,West,FUR-TA-10004679,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,166.61
567,CA-2017-176027,04/25/2018,05/01/2018,First Class,HA-36775,Harold Pawlan,Home Office,United States,Tacoma,Washington,98103,South,OFF-LA-10001669,Office Supplies,Labels,Self-Adhesive Address Labels,43.61
568,CA-2018-131082,04/25/2018,04/27/2018,Standard Class,BR-73532,Brosina Hoffman,Home Office,United States,Miami,Florida,33311,West,FUR-FU-10003581,Furniture,Furnishings,Eldon Expressions Desk Organizer,320.55
569,CA-2017-142428,04/27/2018,04/29/2018,Standard Class,DA-11248,Darrin Van Huff,Consumer,United States,Miami,Florida,33311,East,TEC-PH-10007462,Technology,Phones,Samsung Galaxy S4,315.89
570,CA-2017-115285,04/27/2018,05/02/2018,Standard Class,PE-68543,Pete Kriz,Corporate,United States,San Diego,California,90036,West,OFF-BI-10007932,Office Supplies,Binders,Ibico Standard Binders,26.2
571,CA-2018-151006,04/28/2018,04/30/2018,Second Class,AL-87527,Alejandro Grove,Corporate,United States,Albany,New York,10008,East,FUR-FU-10007083,Furniture,Furnishings,Eldon Expressions Desk Organizer,347.0
572,CA-2017-130190,04/30/2018,05/06/2018,Standard Class,SA-83479,Sandra Flanagan,Consumer,United States,Tacoma,Washington,98103,Central,OFF-AP-10007494,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,26.73
573,CA-2017-130429,04/30/2018,05/06/2018,Second Class,KE-44394,Ken Lonsdale,Consumer,United States,New York City,New York,10008,East,TEC-CO-10008045,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,425.07
574,CA-2016-126485,05/02/2018,05/07/2018,Standard Class,HA-94568,Harold Pawlan,Corporate,United States,Buffalo,New York,10008,East,TEC-MA-10007266,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,496.47
575,CA-2017-120074,05/03/2018,05/09/2018,Standard Class,AL-93502,Alejandro Grove,Consumer,United States,Seattle,Washington,98103,Central,FUR-BO-10003996,Furniture,Bookcases,Bush Somerset Collection Bookcase,287.11
576,CA-2017-179147,05/07/2018,05/10/2018,Standard Class,CL-74481,Claire Gute,Consumer,United States,San Diego,California,90036,South,OFF-AR-10008291,Office Supplies,Art,Newell 318 Art Markers,37.8
577,CA-2018-134524,05/07/2018,05/09/2018,Standard Class,PE-58870,Pete Kriz,Home Office,United States,Spokane,Washington,98103,West,TEC-MA-10005527,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,473.78
578,CA-2017-115478,05/08/2018,05/14/2018,Standard Class,SA-26344,Sandra Flanagan,Corporate,United States,San Diego,California,90036,Central,OFF-AR-10006993,Office Supplies,Art,Newell 318 Art Markers,44.78
579,CA-2016-156705,05/09/2018,05/15/2018,Standard Class,HA-88829,Harold Pawlan,Corporate,United States,Naperville,Illinois,60610,West,OFF-PA-10002556,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,26.51
580,CA-2016-111941,05/11/2018,05/17/2018,Standard Class,SE-10348,Sean O'Donnell,Consumer,United States,Seattle,Washington,98103,East,OFF-AR-10004071,Office Supplies,Art,Newell 318 Art Markers,13.87
581,CA-2017-198629,05/12/2018,05/17/2018,Standard Class,IR-84097,Irene Maddox,Consumer,United States,Miami,Florida,33311,Central,TEC-MA-10005186,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,496.43
582,CA-2018-181912,05/15/2018,05/21/2018,Standard Class,CL-95842,Claire Gute,Corporate,United States,Seattle,Washington,98103,West,OFF-AR-10006749,Office Supplies,Art,Newell 318 Art Markers,2.88
583,CA-2016-124366,05/15/2018,05/20/2018,Standard Class,IR-81283,Irene Maddox,Home Office,United States,San Diego,California,90036,West,TEC-PH-10003283,Technology,Phones,Samsung Galaxy S4,625.52
584,CA-2018-135179,05/16/2018,05/20/2018,First Class,DA-54737,Darrin Van Huff,Corporate,United States,Fort Lauderdale,Florida,33311,West,TEC-CO-10005284,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,259.87
585,CA-2018-127980,05/18/2018,05/24/2018,Standard Class,CL-59431,Claire Gute,Consumer,United States,Los Angeles,California,90036,West,FUR-CH-10002989,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,276.84
586,CA-2016-129754,05/18/2018,05/22/2018,Second Class,CL-56354,Claire Gute,Corporate,United States,Tampa,Florida,33311,East,TEC-PH-10003345,Technology,Phones,Samsung Galaxy S4,335.75
587,CA-2016-154016,05/21/2018,05/26/2018,Standard Class,SA-42581,Sandra Flanagan,Consumer,United States,Seattle,Washington,98103,South,TEC-CO-10005374,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,404.11
588,CA-2016-164448,05/21/2018,05/23/2018,First Class,ZU-44198,Zuschuss Donatelli,Home Office,United States,Seattle,Washington,98103,East,OFF-BI-10005730,Office Supplies,Binders,Ibico Standard Binders,27.36
589,CA-2018-143320,05/23/2018,05/27/2018,Standard Class,DA-20461,Darrin Van Huff,Home Office,United States,New York City,New York,10008,West,FUR-FU-10006172,Furniture,Furnishings,Eldon Expressions Desk Organizer,278.25
590,CA-2018-182653,05/26/2018,05/30/2018,Standard Class,BR-32774,Brosina Hoffman,Home Office,United States,Austin,Texas,77041,West,TEC-MA-10007133,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,517.31
591,CA-2018-187727,05/29/2018,05/31/2018,Standard Class,HA-60620,Harold Pawlan,Corporate,United States,Miami,Florida,33311,Central,FUR-CH-10007882,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,202.36
592,CA-2018-178432,06/01/2018,06/05/2018,Standard Class,RU-76808,Ruben Hope,Home Office,United States,Naperville,Illinois,60610,West,FUR-FU-10002613,Furniture,Furnishings,Eldon Expressions Desk Organizer,415.11
593,CA-2016-133998,06/02/2018,06/06/2018,Second Class,DA-29279,Darrin Van Huff,Consumer,United States,New York City,New York,10008,East,OFF-BI-10006850,Office Supplies,Binders,Ibico Standard Binders,30.67
594,CA-2017-173972,06/04/2018,06/06/2018,Standard Class,SE-53964,Sean O'Donnell,Home Office,United States,Seattle,Washington,98103,East,OFF-LA-10002670,Office Supplies,Labels,Self-Adhesive Address Labels,18.18
595,CA-2018-193018,06/06/2018,06/10/2018,Standard Class,KE-17787,Ken Lonsdale,Consumer,United States,Albany,New York,10008,West,OFF-PA-10007061,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,37.94
596,CA-2018-177179,06/11/2018,06/13/2018,Standard Class,KE-76595,Ken Lonsdale,Consumer,United States,San Diego,California,90036,East,TEC-CO-10009699,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,357.21
597,CA-2017-116720,06/12/2018,06/15/2018,Standard Class,RU-55063,Ruben Hope,Home Office,United States,Tampa,Florida,33311,Central,FUR-CH-10008798,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,258.96
598,CA-2018-189964,06/12/2018,06/14/2018,Standard Class,SE-88978,Sean O'Donnell,Consumer,United States,Houston,Texas,77041,South,OFF-AR-10003080,Office Supplies,Art,Newell 318 Art Markers,67.82
599,CA-2016-189939,06/14/2018,06/19/2018,Standard Class,SE-48574,Sean O'Donnell,Consumer,United States,Fort Lauderdale,Florida,33311,East,OFF-AR-10005844,Office Supplies,Art,Newell 318 Art Markers,53.06
600,CA-2017-180158,06/15/2018,06/18/2018,Standard Class,PE-14816,Pete Kriz,Consumer,United States,San Diego,California,90036,East,FUR-FU-10001033,Furniture,Furnishings,Eldon Expressions Desk Organizer,106.64
601,CA-2018-173465,06/16/2018,06/21/2018,Second Class,IR-57536,Irene Maddox,Corporate,United States,San Francisco,California,90036,East,TEC-PH-10002264,Technology,Phones,Samsung Galaxy S4,251.09
602,CA-2016-141781,06/16/2018,06/20/2018,Standard Class,SE-50572,Sean O'Donnell,Consumer,United States,Albany,New York,10008,West,FUR-TA-10001361,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,90.68
603,CA-2018-180404,06/17/2018,06/21/2018,Standard Class,AL-62339,Alejandro Grove,Corporate,United States,Dallas,Texas,77041,East,OFF-AP-10005524,Office Supplies,Appliances,Kensington SafeMouse Mouse Pad with Gel Wrist Rest,4.11
604,CA-2018-150996,06/23/2018,06/29/2018,Standard Class,ZU-71612,Zuschuss Donatelli,Corporate,United States,Seattle,Washington,98103,South,FUR-TA-10006164,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,151.62
605,CA-2017-168823,06/23/2018,06/29/2018,Standard Class,DA-27198,Darrin Van Huff,Corporate,United States,Spokane,Washington,98103,East,OFF-AR-10007575,Office Supplies,Art,Newell 318 Art Markers,42.23
606,CA-2016-145627,06/26/2018,06/30/2018,Standard Class,SE-51474,Sean O'Donnell,Home Office,United States,San Francisco,California,90036,South,TEC-AC-10001296,Technology,Accessories,Logitech Wireless Headset,259.99
607,CA-2018-182088,06/28/2018,07/02/2018,Second Class,KE-29189,Ken Lonsdale,Consumer,United States,Dallas,Texas,77041,West,TEC-MA-10009127,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,547.77
608,CA-2017-115148,07/04/2018,07/09/2018,Standard Class,DA-18718,Darrin Van Huff,Consumer,United States,San Diego,California,90036,South,FUR-FU-10002266,Furniture,Furnishings,Eldon Expressions Desk Organizer,306.9
609,CA-2018-163917,07/05/2018,07/08/2018,Second Class,DA-48616,Darrin Van Huff,Corporate,United States,Peoria,Illinois,60610,East,FUR-CH-10007253,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,212.38
610,CA-2018-126617,07/05/2018,07/08/2018,First Class,CL-94293,Claire Gute,Corporate,United States,Seattle,Washington,98103,Central,FUR-BO-10004122,Furniture,Bookcases,Bush Somerset Collection Bookcase,451.63
611,CA-2016-121953,07/09/2018,07/11/2018,Standard Class,BR-56845,Brosina Hoffman,Corporate,United States,Tampa,Florida,33311,Central,FUR-CH-10006596,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,315.13
612,CA-2018-120601,07/09/2018,07/12/2018,Standard Class,HA-47927,Harold Pawlan,Consumer,United States,New York City,New York,10008,East,FUR-CH-10006336,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,365.24
613,CA-2016-170023,07/09/2018,07/13/2018,Standard Class,SE-97178,Sean O'Donnell,Corporate,United States,San Diego,California,90036,West,TEC-CO-10001772,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,760.11
614,CA-2018-192980,07/09/2018,07/14/2018,Second Class,RU-50968,Ruben Hope,Consumer,United States,Fort Lauderdale,Florida,33311,South,FUR-FU-10008179,Furniture,Furnishings,Eldon Expressions Desk Organizer,355.15
615,CA-2018-130516,07/11/2018,07/13/2018,Standard Class,KE-84067,Ken Lonsdale,Home Office,United States,Spokane,Washington,98103,West,FUR-FU-10009532,Furniture,Furnishings,Eldon Expressions Desk Organizer,240.23
616,CA-2016-121776,07/13/2018,07/19/2018,Standard Class,SA-53108,Sandra Flanagan,Consumer,United States,Fort Lauderdale,Florida,33311,East,FUR-BO-10005751,Furniture,Bookcases,Bush Somerset Collection Bookcase,363.55
617,CA-2017-184986,07/14/2018,07/16/2018,Second Class,CL-84975,Claire Gute,Consumer,United States,Houston,Texas,77041,Central,TEC-CO-10008594,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,312.3
618,CA-2017-134309,07/15/2018,07/17/2018,Second Class,BR-76709,Brosina Hoffman,Home Office,United States,Peoria,Illinois,60610,Central,TEC-MA-10007948,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,592.04
619,CA-2016-157995,07/20/2018,07/24/2018,First Class,KE-42484,Ken Lonsdale,Home Office,United States,Albany,New York,10008,South,FUR-CH-10007321,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,292.29
620,CA-2016-176343,07/20/2018,07/22/2018,Second Class,CL-88298,Claire Gute,Consumer,United States,Chicago,Illinois,60610,East,TEC-CO-10006455,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,479.13
621,CA-2017-132454,07/21/2018,07/25/2018,First Class,BR-38973,Brosina Hoffman,Consumer,United States,New York City,New York,10008,East,OFF-AR-10003648,Office Supplies,Art,Newell 318 Art Markers,19.27
622,CA-2018-147502,07/21/2018,07/27/2018,Standard Class,AL-73624,Alejandro Grove,Consumer,United States,Chicago,Illinois,60610,West,TEC-AC-10004291,Technology,Accessories,Logitech Wireless Headset,482.6
623,CA-2017-184953,07/23/2018,07/25/2018,Standard Class,AL-31718,Alejandro Grove,Corporate,United States,Houston,Texas,77041,South,OFF-PA-10009989,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,40.72
624,CA-2016-186448,07/24/2018,07/27/2018,Standard Class,AL-93319,Alejandro Grove,Corporate,United States,Dallas,Texas,77041,West,TEC-MA-10003617,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,405.09
625,CA-2018-150148,07/24/2018,07/30/2018,Standard Class,AL-10409,Alejandro Grove,Corporate,United States,Tacoma,Washington,98103,Central,OFF-ST-10006980,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,80.71
626,CA-2018-169997,07/25/2018,07/29/2018,First Class,DA-13285,Darrin Van Huff,Home Office,United States,Houston,Texas,77041,East,OFF-LA-10007617,Office Supplies,Labels,Self-Adhesive Address Labels,26.93
627,CA-2018-196527,07/27/2018,07/31/2018,Second Class,ZU-96860,Zuschuss Donatelli,Consumer,United States,Fort Lauderdale,Florida,33311,Central,OFF-PA-10005684,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,38.15
628,CA-2016-117730,07/27/2018,07/30/2018,Standard Class,PE-69131,Pete Kriz,Consumer,United States,Albany,New York,10008,South,OFF-PA-10008300,Office Supplies,Paper,Xerox 1970 Multipurpose Paper,33.6
629,CA-2017-197469,07/30/2018,08/01/2018,Standard Class,KE-84842,Ken Lonsdale,Corporate,United States,San Diego,California,90036,East,TEC-PH-10004812,Technology,Phones,Samsung Galaxy S4,565.47
630,CA-2017-142966,07/30/2018,08/05/2018,Standard Class,IR-69879,Irene Maddox,Consumer,United States,Dallas,Texas,77041,South,TEC-PH-10009005,Technology,Phones,Samsung Galaxy S4,335.96
631,CA-2016-145770,08/02/2018,08/08/2018,First Class,ZU-63716,Zuschuss Donatelli,Consumer,United States,Fort Lauderdale,Florida,33311,Central,FUR-BO-10006475,Furniture,Bookcases,Bush Somerset Collection Bookcase,346.51
632,CA-2016-166746,08/03/2018,08/08/2018,Standard Class,PE-45436,Pete Kriz,Corporate,United States,Spokane,Washington,98103,Central,OFF-ST-10008317,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,28.85
633,CA-2017-113617,08/04/2018,08/08/2018,Standard Class,DA-25020,Darrin Van Huff,Consumer,United States,Tacoma,Washington,98103,Central,TEC-AC-10003386,Technology,Accessories,Logitech Wireless Headset,621.37
634,CA-2017-115455,08/07/2018,08/12/2018,Standard Class,KE-99672,Ken Lonsdale,Home Office,United States,Seattle,Washington,98103,East,OFF-LA-10006429,Office Supplies,Labels,Self-Adhesive Address Labels,34.75
